cod;f_aquis;PESO;PESO_FINAL;RENDA_TOTAL;Região;UCKey;IndKey;COD_INFORMANTE;FATOR_ANUALIZACAO;Codigo;VALOR_MES;Valor_ANO;Ded_IR;Modalidade1;Modalidade2;DIRPF;Modelo;Faixa_BC;Faixa_BC_inst;EDU_Ded_IR_UC;Ben_trib_Edu;Gast_Trib;Centil;Decil;Quintil;S_VALOR_MES;S_Valor_ANO;S_Ded_IR;S_Gast_Trib
4900301;1;449,91150552;690,88373818;11569,64;1;1110000016081;111000001608101;1;1;49003;200,00;2400,00;2400,00;Ensino Fundamental regular;Ensino Fundamental;1;1;4;4; 3.301,25 ; 742,78 ; 540,00 ;88;9;5; 138.176,75 ; 1.658.120,97 ; 1.658.120,97 ; 373.077,22 
4900801;1;449,91150552;690,88373818;11569,64;1;1110000016081;111000001608104;4;1;49008;75,10;901,25;901,25;Ensino Superior;Educação Superior;1;1;4;4; 3.301,25 ; 742,78 ; 202,78 ;88;9;5; 51.888,25 ; 622.658,97 ; 622.658,97 ; 140.098,27 
4900301;1;427,37593555;656,27813545;8165,33;1;1110000584031;111000058403103;3;1;49003;92,71;1112,50;1112,50;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;73;8;4; 60.842,45 ; 730.109,43 ; 730.109,43 ; -   
4900101;1;427,37593555;656,27813545;7863,21;1;1110000584061;111000058406103;3;1;49001;380,00;4560,00;3561,50;Creche;Educação infantil;1;0;;; -   ; -   ; -   ;67;7;4; 249.385,69 ; 2.992.628,30 ; 2.337.334,58 ; -   
4900901;1;427,37593555;656,27813545;7863,21;1;1110000584061;111000058406103;3;1;49009;251,81;3021,70;3021,70;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;67;7;4; 165.256,30 ; 1.983.075,64 ; 1.983.075,64 ; -   
4901001;1;427,37593555;656,27813545;9024,12;1;1110000584091;111000058409101;1;1;49010;151,71;1820,46;1820,46;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;80;8;4; 99.560,67 ; 1.194.728,09 ; 1.194.728,09 ; -   
4900301;1;427,37593555;656,27813545;2047,99;1;1110000584111;111000058411102;2;1;49003;273,00;3276,00;3276,00;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;32;4;2; 179.163,93 ; 2.149.967,17 ; 2.149.967,17 ; -   
4900901;2;296,86967923;405,88374843;5772,36;1;1110000602051;111000060205101;1;1;49009;308,76;3705,10;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;88;9;5; 125.319,99 ; 1.503.839,88 ; 1.445.554,97 ; -   
4900901;1;296,86967923;405,88374843;5659,24;1;1110000602061;111000060206101;1;1;49009;168,59;2023,02;2023,02;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;87;9;5; 68.425,91 ; 821.110,94 ; 821.110,94 ; -   
4900901;1;707,69230769;967,56532132;2721,33;1;1110000620071;111000062007102;2;1;49009;963,93;11567,16;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;40;4;2; 932.665,24 ; 11.191.982,88 ; 3.445.983,89 ; -   
4901001;3;707,69230769;967,56532132;2721,33;1;1110000620071;111000062007101;1;1;49010;250,25;3003,00;3003,00;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;40;4;2; 242.133,22 ; 2.905.598,66 ; 2.905.598,66 ; -   
4900101;1;707,69230769;967,56532132;5564,09;1;1110000620091;111000062009102;2;1;49001;35,78;429,30;429,30;Creche;Educação infantil;1;0;;; -   ; -   ; -   ;87;9;5; 34.614,65 ; 415.375,79 ; 415.375,79 ; -   
4900301;1;527,54582651;810,09893770;7679,44;1;1110001098081;111000109808101;1;1;49003;573,12;6877,44;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;2;3; 3.561,50 ; 415,68 ; 415,68 ;78;8;4; 464.283,90 ; 5.571.406,84 ; 2.885.167,37 ; 336.740,06 
4900901;1;527,54582651;810,09893770;14948,24;1;1110001098101;111000109810102;2;1;49009;30,25;362,98;362,98;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;98;10;5; 24.504,14 ; 294.049,71 ; 294.049,71 ; -   
4900301;1;407,08139370;625,11385365;11274,49;1;1110001278041;111000127804101;1;1;49003;759,40;9112,80;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;3;3; 3.561,50 ; 534,23 ; 534,23 ;85;9;5; 474.711,46 ; 5.696.537,53 ; 2.226.342,99 ; 333.951,45 
4900201;1;407,08139370;625,11385365;8349,73;1;1110001278071;111000127807101;1;1;49002;810,02;9720,24;3561,50;Pré-escola;Educação infantil;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;77;8;4; 506.354,72 ; 6.076.256,68 ; 2.226.342,99 ; 612.244,32 
4900501;1;497,88750000;764,55563587;5713,16;1;1110002149101;111000214910101;1;1;49005;252,29;3027,48;3027,48;Ensino Médio regular;Ensino Médio;1;1;;; -   ; -   ; -   ;69;7;4; 192.889,74 ; 2.314.676,90 ; 2.314.676,90 ; -   
4900901;1;497,88750000;764,55563587;5193,44;1;1110002149131;111000214913103;3;1;49009;201,83;2421,96;2421,96;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;65;7;4; 154.310,26 ; 1.851.723,17 ; 1.851.723,17 ; -   
4901101;1;292,83916084;400,37317585;5952,57;1;1110002291011;111000229101101;1;1;49011;494,15;5929,80;3561,50;Mestrado;Educação Superior;1;1;1;2; 3.561,50 ; 186,49 ; 186,49 ;72;8;4; 197.844,40 ; 2.374.132,86 ; 1.425.929,07 ; 74.665,57 
4900901;1;292,83916084;400,37317585;2458,07;1;1110002291091;111000229109103;3;1;49009;93,32;1119,84;1119,84;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;47;5;3; 37.362,82 ; 448.353,90 ; 448.353,90 ; -   
4901001;3;384,06429156;525,09725715;3629,48;1;1110002334011;111000233401101;1;1;49010;95,40;1144,80;1144,80;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;45;5;3; 50.094,28 ; 601.131,34 ; 601.131,34 ; -   
4901001;1;384,06429156;525,09725715;4017,97;1;1110002334021;111000233402101;1;1;49010;124,02;1488,24;1488,24;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;45;5;3; 65.122,56 ; 781.470,74 ; 781.470,74 ; -   
4900901;1;384,06429156;525,09725715;2416,15;1;1110002334111;111000233411101;1;1;49009;303,28;3639,36;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;47;5;3; 159.251,50 ; 1.911.017,95 ; 1.870.133,88 ; -   
4900901;1;756,04683196;1033,67620072;5552,98;1;1110004906011;111000490601103;3;1;49009;858,61;10303,32;3561,50;Ensino Superior;Educação Superior;1;1;2;2; 3.561,50 ; 267,11 ; 267,11 ;77;8;4; 887.524,72 ; 10.650.296,67 ; 3.681.437,79 ; 276.107,83 
4900901;1;358,42500000;550,39713547;8302,76;1;1110005362011;111000536201101;1;1;49009;25,04;300,42;300,42;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;81;9;5; 13.779,19 ; 165.350,31 ; 165.350,31 ; -   
4900301;3;358,42500000;550,39713547;6817,97;1;1110005362071;111000536207101;1;1;49003;2022,76;24273,12;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;77;8;4; 1.113.321,31 ; 13.359.855,72 ; 1.960.239,40 ; -   
4900901;3;358,42500000;550,39713547;12329,49;1;1110005362081;111000536208102;2;1;49009;830,97;9971,64;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;81;9;5; 457.363,51 ; 5.488.362,09 ; 1.960.239,40 ; -   
4900201;1;272,80666931;372,98451570;4317,30;1;1110005400101;111000540010101;1;1;49002;176,27;2115,19;2115,19;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;42;5;3; 65.744,43 ; 788.933,12 ; 788.933,12 ; -   
4900301;3;272,80666931;372,98451570;3795,54;1;1110005400131;111000540013106;6;1;49003;505,56;6066,72;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;;; -   ; -   ; -   ;31;4;2; 188.566,05 ; 2.262.792,62 ; 1.328.384,35 ; -   
4900101;1;412,60143554;564,11357904;3297,72;1;1110005482041;111000548204102;2;1;49001;41,67;500,00;500,00;Creche;Educação infantil;1;1;2;2; 500,00 ; 37,50 ; 37,50 ;59;6;3; 23.504,73 ; 282.056,79 ; 282.056,79 ; 21.154,26 
4901101;5;323,68881119;442,55118390;5055,02;1;1110005695031;111000569503101;1;1;49011;705,93;8471,12;3561,50;Mestrado;Educação Superior;1;1;3;4; 3.561,50 ; 596,89 ; 596,89 ;95;10;5; 312.408,68 ; 3.748.904,18 ; 1.576.146,04 ; 264.152,83 
4900901;1;307,98326436;421,07837390;3843,87;1;1110006066021;111000606602101;1;1;49009;605,77;7269,24;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;53;6;3; 255.076,65 ; 3.060.919,76 ; 1.499.670,63 ; -   
4900301;1;463,17631978;633,26016096;8157,02;1;1110006184051;111000618405101;1;1;49003;169,09;2029,08;2029,08;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;53;6;3; 107.077,96 ; 1.284.935,53 ; 1.284.935,53 ; -   
4901001;1;463,17631978;633,26016096;8157,02;1;1110006184051;111000618405101;1;1;49010;182,26;2187,12;2187,12;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;53;6;3; 115.418,00 ; 1.385.015,96 ; 1.385.015,96 ; -   
4900901;1;463,17631978;633,26016096;3816,78;1;1110006184071;111000618407103;3;1;49009;607,52;7290,24;3561,50;Ensino Superior;Educação Superior;1;1;2;2; 3.561,50 ; 267,11 ; 267,11 ;62;7;4; 384.718,21 ; 4.616.618,56 ; 2.255.356,06 ; 169.151,70 
4900901;3;759,35579572;1038,20025525;6975,63;1;1110006893051;111000689305101;1;1;49009;226,38;2716,56;2716,56;Ensino Superior;Educação Superior;1;1;3;3; 2.716,56 ; 407,48 ; 407,48 ;73;8;4; 235.027,77 ; 2.820.333,29 ; 2.820.333,29 ; 423.049,99 
4900901;1;317,24082690;433,73542326;19487,06;1;1110007860031;111000786003103;3;1;49009;400,55;4806,60;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;93;10;5; 173.732,72 ; 2.084.792,69 ; 1.544.748,71 ; -   
4900901;1;317,24082690;433,73542326;19487,06;1;1110007860031;111000786003104;4;1;49009;400,55;4806,60;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;93;10;5; 173.732,72 ; 2.084.792,69 ; 1.544.748,71 ; -   
4900901;1;528,99109940;812,31829755;3351,57;1;1110008064031;111000806403101;1;1;49009;122,50;1470,00;1470,00;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;55;6;3; 99.508,99 ; 1.194.107,90 ; 1.194.107,90 ; -   
4900301;1;440,65462435;676,66887905;10896,54;1;1110008539031;111000853903101;1;1;49003;586,11;7033,32;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;82;9;5; 396.602,40 ; 4.759.228,76 ; 2.409.956,21 ; -   
4900901;1;440,65462435;676,66887905;3953,42;1;1110008539041;111000853904101;1;1;49009;604,24;7250,88;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;71;8;4; 408.870,40 ; 4.906.444,84 ; 2.409.956,21 ; -   
4900901;3;440,65462435;676,66887905;3953,42;1;1110008539041;111000853904101;1;1;49009;604,24;7250,88;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;71;8;4; 408.870,40 ; 4.906.444,84 ; 2.409.956,21 ; -   
4900301;1;440,65462435;676,66887905;5453,81;1;1110008539091;111000853909101;1;1;49003;353,54;4242,48;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;3;3; 3.561,50 ; 534,23 ; 534,23 ;73;8;4; 239.229,52 ; 2.870.754,19 ; 2.409.956,21 ; 361.493,43 
4900301;1;440,65462435;676,66887905;2883,38;1;1110008539101;111000853910101;1;1;49003;352,06;4224,72;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;39;4;2; 238.228,05 ; 2.858.736,55 ; 2.409.956,21 ; -   
4900901;1;440,65462435;676,66887905;2883,38;1;1110008539101;111000853910101;1;1;49009;378,52;4542,24;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;39;4;2; 256.132,70 ; 3.073.592,45 ; 2.409.956,21 ; -   
4901003;1;315,38986667;431,20476846;55258,43;1;1110009955021;111000995502101;1;1;49010;543,89;6526,62;3561,50;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;100;10;5; 234.525,81 ; 2.814.309,67 ; 1.535.735,78 ; -   
4900901;1;315,38986667;431,20476846;1508,04;1;1110009955031;111000995503103;3;1;49009;909,84;10918,08;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;22;3;2; 392.327,35 ; 4.707.928,16 ; 1.535.735,78 ; -   
4900101;1;315,38986667;431,20476846;10932,31;1;1110009955081;111000995508102;2;1;49001;141,76;1701,07;1701,07;Creche;Educação infantil;1;1;5;5; 1.701,07 ; 467,79 ; 467,79 ;86;9;5; 61.125,79 ; 733.509,50 ; 733.509,50 ; 201.715,11 
4900901;1;315,38986667;431,20476846;742,46;1;1110009955131;111000995513103;3;1;49009;1547,06;18564,72;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;9;1;1; 667.099,65 ; 8.005.195,79 ; 1.535.735,78 ; -   
4900901;3;377,94728103;516,73400776;3091,81;1;1110010188121;111001018812103;3;1;49009;830,97;9971,64;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;47;5;3; 429.390,46 ; 5.152.685,50 ; 1.840.348,17 ; -   
4900901;1;317,70956316;434,37628504;5015,43;1;1110010509081;111001050908101;1;1;49009;331,10;3973,20;3561,50;Ensino Superior;Educação Superior;1;1;3;3; 3.561,50 ; 534,23 ; 534,23 ;73;8;4; 143.821,99 ; 1.725.863,86 ; 1.547.031,14 ; 232.054,67 
4901001;3;317,70956316;434,37628504;6088,14;1;1110010509131;111001050913102;2;1;49010;287,61;3451,32;3451,32;Especialização;Educação Superior;1;1;3;3; 7.012,82 ; 1.051,92 ; 517,70 ;71;8;4; 124.930,96 ; 1.499.171,56 ; 1.499.171,56 ; 224.875,73 
4901101;3;317,70956316;434,37628504;6088,14;1;1110010509131;111001050913101;1;1;49011;458,61;5503,32;3561,50;Mestrado;Educação Superior;1;1;3;3; 7.012,82 ; 1.051,92 ; 534,23 ;71;8;4; 199.209,31 ; 2.390.511,70 ; 1.547.031,14 ; 232.054,67 
4900901;1;535,39076923;731,99261322;9059,39;1;1110010600091;111001060009105;5;1;49009;23,97;287,61;287,61;Ensino Superior;Educação Superior;1;1;;; -   ; -   ; -   ;75;8;4; 17.544,03 ; 210.528,40 ; 210.528,40 ; -   
4900901;1;641,22627703;876,69217544;813,04;1;1110011003021;111001100302102;2;1;49009;519,59;6235,08;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;11;2;1; 455.520,49 ; 5.466.245,85 ; 3.122.339,18 ; -   
4900901;1;641,22627703;876,69217544;1356,34;1;1110011003111;111001100311103;3;1;49009;201,83;2421,96;2421,96;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;16;2;1; 176.942,78 ; 2.123.313,38 ; 2.123.313,38 ; -   
4900901;1;641,22627703;876,69217544;2183,22;1;1110011003131;111001100313102;2;1;49009;473,30;5679,60;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;7;1;1; 414.938,41 ; 4.979.260,88 ; 3.122.339,18 ; -   
4900901;1;315,03625913;430,72131205;2774,77;1;1110012518131;111001251813102;2;1;49009;48,95;587,34;587,34;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;42;5;3; 21.081,65 ; 252.979,86 ; 252.979,86 ; -   
4900901;1;357,50388765;548,98267611;6199,86;1;1110013477031;111001347703101;1;1;49009;424,54;5094,48;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;70;7;4; 233.065,11 ; 2.796.781,26 ; 1.955.201,80 ; -   
4900901;3;357,50388765;548,98267611;3384,66;1;1110013477131;111001347713103;3;1;49009;47,82;573,84;573,84;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;31;4;2; 26.252,35 ; 315.028,22 ; 315.028,22 ; -   
4900501;1;386,40539672;593,36380968;4867,95;1;1110015166041;111001516604102;2;1;49005;302,54;3630,48;3561,50;Ensino Médio regular;Ensino Médio;1;1;2;2; 3.561,50 ; 267,11 ; 267,11 ;63;7;4; 179.516,29 ; 2.154.195,44 ; 2.113.265,21 ; 158.494,89 
4900901;1;545,58791209;837,80434948;1168,14;1;1110015989091;111001598909102;2;1;49009;232,88;2794,56;2794,56;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;24;3;2; 195.107,88 ; 2.341.294,52 ; 2.341.294,52 ; -   
4900901;1;264,99575440;362,30534014;1327,90;1;1110016081061;111001608106101;1;1;49009;477,60;5731,20;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;40;4;2; 173.037,03 ; 2.076.444,37 ; 1.290.350,47 ; -   
4900801;1;355,92877493;486,63004492;4270,13;1;1110016218081;111001621808105;5;1;49008;640,04;7680,48;3561,50;Ensino Superior;Educação Superior;1;1;2;2; 3.561,50 ; 267,11 ; 267,11 ;35;4;2; 311.462,69 ; 3.737.552,33 ; 1.733.132,90 ; 129.984,97 
4900301;1;454,80383484;621,81320019;1023,85;1;1110017035081;111001703508101;1;1;49003;202,19;2426,28;2426,28;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;14;2;1; 125.724,41 ; 1.508.692,93 ; 1.508.692,93 ; -   
4900801;1;454,80383484;621,81320019;3873,58;1;1110017035091;111001703509103;3;1;49008;31,09;373,02;373,02;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;50;5;3; 19.329,06 ; 231.948,76 ; 231.948,76 ; -   
4900901;3;428,23188175;585,48371060;3708,56;1;1110017062061;111001706206102;2;1;49009;261,84;3142,08;3142,08;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;49;5;3; 153.303,05 ; 1.839.636,66 ; 1.839.636,66 ; -   
4900901;1;731,40120000;999,98040024;8488,83;1;1110017124041;111001712404101;1;1;49009;402,82;4833,84;3561,50;Ensino Superior;Educação Superior;1;1;4;4; 3.561,50 ; 801,34 ; 801,34 ;86;9;5; 402.812,10 ; 4.833.745,26 ; 3.561.430,20 ; 801.321,79 
4900101;1;456,22651285;623,75830245;1205,57;1;1110017213021;111001721302101;1;1;49001;415,99;4991,91;3561,50;Creche;Educação infantil;0;0;;; -   ; -   ; -   ;5;1;1; 259.478,78 ; 3.113.745,31 ; 2.221.515,19 ; -   
4900901;1;456,22651285;623,75830245;1205,57;1;1110017213021;111001721302101;1;1;49009;76,70;920,35;920,35;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;5;1;1; 47.839,66 ; 574.075,95 ; 574.075,95 ; -   
4900901;1;456,22651285;623,75830245;2955,05;1;1110017213061;111001721306103;3;1;49009;100,71;1208,52;1208,52;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;43;5;3; 62.818,70 ; 753.824,38 ; 753.824,38 ; -   
4900901;1;221,13723164;302,34144735;6462,91;1;1110018411021;111001841102103;3;1;49009;460,64;5527,68;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;74;8;4; 139.270,56 ; 1.671.246,77 ; 1.076.789,06 ; -   
4900901;1;221,13723164;302,34144735;6462,91;1;1110018411021;111001841102104;4;1;49009;33,05;396,54;396,54;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;74;8;4; 9.990,87 ; 119.890,48 ; 119.890,48 ; -   
4900201;1;221,13723164;302,34144735;4085,27;1;1110018411051;111001841105101;1;1;49002;215,30;2583,60;2583,60;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;35;4;2; 65.094,11 ; 781.129,36 ; 781.129,36 ; -   
4900301;1;221,13723164;302,34144735;4085,27;1;1110018411051;111001841105101;1;1;49003;215,30;2583,60;2583,60;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;35;4;2; 65.094,11 ; 781.129,36 ; 781.129,36 ; -   
4900901;1;221,13723164;302,34144735;6725,60;1;1110018411101;111001841110101;1;1;49009;168,59;2023,02;2023,02;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;80;8;4; 50.970,23 ; 611.642,79 ; 611.642,79 ; -   
4900901;1;357,40869393;488,65340773;277,00;1;1110018420041;111001842004101;1;1;49009;350,49;4205,88;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;4;1;1; 171.268,13 ; 2.055.217,59 ; 1.740.339,11 ; -   
4900201;1;517,92844365;708,11791446;1110,40;1;1110018605121;111001860512101;1;1;49002;176,27;2115,19;2115,19;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;14;2;1; 124.816,99 ; 1.497.803,93 ; 1.497.803,93 ; -   
4900101;1;360,20657051;553,13291369;22248,82;1;1110018880041;111001888004101;1;1;49001;303,76;3645,12;3561,50;Creche;Educação infantil;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;93;10;5; 168.019,65 ; 2.016.235,85 ; 1.969.982,87 ; 541.745,29 
4900901;3;360,20657051;553,13291369;22248,82;1;1110018880041;111001888004105;5;1;49009;405,01;4860,12;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;93;10;5; 224.024,36 ; 2.688.292,34 ; 1.969.982,87 ; 541.745,29 
4900101;1;360,20657051;553,13291369;6092,74;1;1110018880111;111001888011102;2;1;49001;201,69;2420,32;2420,32;Creche;Educação infantil;1;1;1;2; 4.961,68 ; 205,23 ; 100,11 ;73;8;4; 111.563,22 ; 1.338.758,65 ; 1.338.758,65 ; 55.374,93 
4900901;5;360,20657051;553,13291369;6092,74;1;1110018880111;111001888011101;1;1;49009;211,78;2541,36;2541,36;Ensino Superior;Educação Superior;1;1;1;2; 4.961,68 ; 205,23 ; 105,12 ;73;8;4; 117.142,49 ; 1.405.709,86 ; 1.405.709,86 ; 58.144,23 
4900101;1;352,17945205;540,80647718;2146,74;1;1110019110021;111001911002101;1;1;49001;29,53;354,39;354,39;Creche;Educação infantil;0;0;;; -   ; -   ; -   ;13;2;1; 15.971,37 ; 191.656,41 ; 191.656,41 ; -   
4900401;1;352,17945205;540,80647718;2146,74;1;1110019110021;111001911002101;1;1;49004;607,52;7290,24;3561,50;Ensino Fundamental EJA;Ensino Fundamental;0;0;;; -   ; -   ; -   ;13;2;1; 328.550,75 ; 3.942.609,01 ; 1.926.082,27 ; -   
4900201;1;352,17945205;540,80647718;3474,24;1;1110019110031;111001911003102;2;1;49002;505,47;6065,64;3561,50;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;28;3;2; 273.361,45 ; 3.280.337,40 ; 1.926.082,27 ; -   
4900301;1;352,17945205;540,80647718;1721,13;1;1110019110061;111001911006101;1;1;49003;428,16;5137,92;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;31;4;2; 231.551,70 ; 2.778.620,42 ; 1.926.082,27 ; -   
4900201;1;352,17945205;540,80647718;6754,38;1;1110019110081;111001911008102;2;1;49002;289,01;3468,12;3468,12;Pré-escola;Educação infantil;1;1;4;4; 3.975,48 ; 894,48 ; 780,33 ;72;8;4; 156.298,48 ; 1.875.581,76 ; 1.875.581,76 ; 422.005,90 
4900901;1;352,17945205;540,80647718;6754,38;1;1110019110081;111001911008102;2;1;49009;42,28;507,36;507,36;Ensino Superior;Educação Superior;1;1;4;4; 3.975,48 ; 894,48 ; 114,16 ;72;8;4; 22.865,30 ; 274.383,57 ; 274.383,57 ; 61.736,30 
4900901;1;450,14757038;615,44710016;2672,01;1;1110019509091;111001950909101;1;1;49009;1493,57;17922,84;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;64;7;4; 919.213,33 ; 11.030.559,90 ; 2.191.914,85 ; -   
4900301;1;450,14757038;615,44710016;2697,76;1;1110019509111;111001950911101;1;1;49003;241,74;2900,88;2900,88;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;28;3;2; 148.778,18 ; 1.785.338,18 ; 1.785.338,18 ; -   
4900901;1;613,76820513;839,15117369;8504,31;1;1110019744051;111001974405101;1;1;49009;143,28;1719,36;1719,36;Ensino Superior;Educação Superior;1;1;5;5; 1.719,36 ; 472,82 ; 472,82 ;87;9;5; 120.233,58 ; 1.442.802,96 ; 1.442.802,96 ; 396.770,81 
4900901;3;613,76820513;839,15117369;2817,96;1;1110019744111;111001974411102;2;1;49009;223,81;2685,72;2685,72;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;67;7;4; 187.810,42 ; 2.253.725,09 ; 2.253.725,09 ; -   
4900901;1;418,10199694;571,63401187;12826,32;1;1110019802071;111001980207102;2;1;49009;982,05;11784,60;3561,50;Ensino Superior;Educação Superior;1;1;4;5; 3.561,50 ; 915,67 ; 915,67 ;89;9;5; 561.373,18 ; 6.736.478,18 ; 2.035.874,53 ; 523.429,46 
4900901;5;964,24689353;1318,32979564;4311,99;1;1110019980011;111001998001101;1;1;49009;211,78;2541,36;2541,36;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;52;6;3; 279.195,88 ; 3.350.350,61 ; 3.350.350,61 ; -   
4900301;1;682,14372619;932,63499751;6770,77;1;1110020167061;111002016706101;1;1;49003;307,14;3685,64;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;74;8;4; 286.446,40 ; 3.437.356,85 ; 3.321.579,54 ; -   
4900301;1;682,14372619;932,63499751;6770,77;1;1110020167061;111002016706102;2;1;49003;80,01;960,16;960,16;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;74;8;4; 74.623,23 ; 895.478,82 ; 895.478,82 ; -   
4900301;1;249,14265239;340,63079094;11947,96;1;1110020900031;111002090003102;2;1;49003;433,64;5203,68;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;90;9;5; 147.711,14 ; 1.772.533,63 ; 1.213.156,56 ; 333.618,05 
4900801;1;451,14257294;692,77416430;1982,59;1;1110021380011;111002138001102;2;1;49008;75,10;901,25;901,25;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;54;6;3; 52.030,23 ; 624.362,72 ; 624.362,72 ; -   
4900201;1;451,14257294;692,77416430;3720,87;1;1110021380021;111002138002101;1;1;49002;300,42;3605,04;3561,50;Pré-escola;Educação infantil;1;1;1;2; 7.123,00 ; 200,56 ; 100,28 ;53;6;3; 208.123,21 ; 2.497.478,57 ; 2.467.315,19 ; 69.470,70 
4900301;1;451,14257294;692,77416430;3720,87;1;1110021380021;111002138002101;1;1;49003;300,42;3605,04;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;1;2; 7.123,00 ; 200,56 ; 100,28 ;53;6;3; 208.123,21 ; 2.497.478,57 ; 2.467.315,19 ; 69.470,70 
4900901;1;451,14257294;692,77416430;7115,76;1;1110021380131;111002138013106;6;1;49009;400,55;4806,60;3561,50;Ensino Superior;Educação Superior;1;1;2;2; 3.561,50 ; 267,11 ; 267,11 ;44;5;3; 277.490,69 ; 3.329.888,30 ; 2.467.315,19 ; 185.048,64 
