cod;f_aquis;PESO;PESO_FINAL;RENDA_TOTAL;Região;UCKey;IndKey;COD_INFORMANTE;FATOR_ANUALIZACAO;Codigo;VALOR_MES;Valor_ANO;Ded_IR;Modalidade1;Modalidade2;DIRPF;Modelo;Faixa_BC;Faixa_BC_inst;EDU_Ded_IR_UC;Ben_trib_Edu;Gast_Trib;Centil;Decil;Quintil;S_VALOR_MES;S_Valor_ANO;S_Ded_IR;S_Gast_Trib
4900901;1;475,09943715;581,87302111;19886,36;5;1530022960101;153002296010101;1;1;49009;1346,46;16157,52;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;100;10;5; 783.468,75 ; 9.401.624,98 ; 2.072.340,76 ; -   
4900901;1;489,76931400;599,83979796;7403,39;5;1530023305011;153002330501103;3;1;49009;55,81;669,76;669,76;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;55;6;3; 33.479,06 ; 401.748,70 ; 401.748,70 ; -   
4900601;1;489,76931400;599,83979796;2241,50;5;1530023305031;153002330503101;1;1;49006;43,70;524,40;524,40;Ensino Médio EJA;Ensino Médio;0;0;;; -   ; -   ; -   ;62;7;4; 26.213,00 ; 314.555,99 ; 314.555,99 ; -   
4900901;1;805,79679144;986,89111537;10701,60;5;1530024017011;153002401701101;1;1;49009;148,17;1778,04;1778,04;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;95;10;5; 146.227,66 ; 1.754.731,88 ; 1.754.731,88 ; -   
4900901;1;805,79679144;986,89111537;10701,60;5;1530024017011;153002401701101;1;1;49009;216,27;2595,23;2595,23;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;95;10;5; 213.434,12 ; 2.561.209,43 ; 2.561.209,43 ; -   
4900901;1;805,79679144;986,89111537;3816,66;5;1530024017081;153002401708102;2;1;49009;96,02;1152,27;1152,27;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;62;7;4; 94.763,75 ; 1.137.165,03 ; 1.137.165,03 ; -   
4900901;1;805,79679144;986,89111537;3816,66;5;1530024017081;153002401708102;2;1;49009;113,79;1365,51;1365,51;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;62;7;4; 112.300,81 ; 1.347.609,69 ; 1.347.609,69 ; -   
4900901;1;481,18456573;589,32571811;3267,21;5;1530024205031;153002420503103;3;1;49009;622,17;7466,04;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;37;4;2; 366.660,78 ; 4.399.929,38 ; 2.098.883,55 ; -   
4900301;1;481,18456573;589,32571811;5495,85;5;1530024205081;153002420508102;2;1;49003;117,43;1409,10;1409,10;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;88;9;5; 69.201,57 ; 830.418,87 ; 830.418,87 ; -   
4901001;1;481,18456573;589,32571811;6375,07;5;1530024205101;153002420510103;3;1;49010;401,93;4823,16;3561,50;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;61;7;4; 236.867,69 ; 2.842.412,23 ; 2.098.883,55 ; -   
4900301;1;1405,50640133;1721,37913032;68299,56;5;1530024345021;153002434502101;1;1;49003;2959,19;35510,28;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;100;10;5; 5.093.887,91 ; 61.126.654,90 ; 6.130.691,77 ; 1.685.940,24 
4900301;5;1405,50640133;1721,37913032;55064,38;5;1530024345041;153002434504103;3;1;49003;929,17;11150,04;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;100;10;5; 1.599.453,85 ; 19.193.446,16 ; 6.130.691,77 ; 1.685.940,24 
4900901;5;1405,50640133;1721,37913032;8884,86;5;1530024345051;153002434505103;3;1;49009;25,25;302,99;302,99;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;86;9;5; 43.463,39 ; 521.560,66 ; 521.560,66 ; -   
4900301;1;1405,50640133;1721,37913032;10504,47;5;1530024345061;153002434506101;1;1;49003;603,90;7246,80;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;4;5; 7.123,00 ; 1.657,73 ; 828,87 ;85;9;5; 1.039.540,86 ; 12.474.490,28 ; 6.130.691,77 ; 1.426.792,12 
4900501;1;1405,50640133;1721,37913032;10504,47;5;1530024345061;153002434506101;1;1;49005;603,90;7246,80;3561,50;Ensino Médio regular;Ensino Médio;1;1;4;5; 7.123,00 ; 1.657,73 ; 828,87 ;85;9;5; 1.039.540,86 ; 12.474.490,28 ; 6.130.691,77 ; 1.426.792,12 
4900901;3;1405,50640133;1721,37913032;18294,03;5;1530024345071;153002434507102;2;1;49009;162,72;1952,62;1952,62;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;99;10;5; 280.099,94 ; 3.361.199,32 ; 3.361.199,32 ; -   
4900901;3;1405,50640133;1721,37913032;18294,03;5;1530024345071;153002434507102;2;1;49009;553,41;6640,89;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;99;10;5; 952.624,12 ; 11.431.489,45 ; 6.130.691,77 ; -   
4900901;1;526,23826458;644,50476026;12721,38;5;1530024515031;153002451503101;1;1;49009;52,14;625,68;625,68;Ensino Superior;Educação Superior;1;1;5;5; 625,68 ; 172,06 ; 172,06 ;93;10;5; 33.604,48 ; 403.253,74 ; 403.253,74 ; 110.894,78 
4900101;1;526,23826458;644,50476026;14959,76;5;1530024515081;153002451508103;3;1;49001;227,24;2726,88;2726,88;Creche;Educação infantil;1;1;5;5; 2.726,88 ; 749,89 ; 749,89 ;95;10;5; 146.457,26 ; 1.757.487,14 ; 1.757.487,14 ; 483.308,96 
4900201;1;526,23826458;644,50476026;10400,77;5;1530024515091;153002451509102;2;1;49002;610,43;7325,16;3561,50;Pré-escola;Educação infantil;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;94;10;5; 393.425,04 ; 4.721.100,49 ; 2.295.403,70 ; 631.236,02 
4900201;1;526,23826458;644,50476026;10400,77;5;1530024515091;153002451509102;2;1;49002;583,45;7001,40;3561,50;Pré-escola;Educação infantil;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;94;10;5; 376.036,30 ; 4.512.435,63 ; 2.295.403,70 ; 631.236,02 
4900401;1;506,40381963;620,21273315;2208,25;5;1530025746021;153002574602102;2;1;49004;1511,21;18134,52;3561,50;Ensino Fundamental EJA;Ensino Fundamental;0;0;;; -   ; -   ; -   ;33;4;2; 937.271,68 ; 11.247.260,21 ; 2.208.887,65 ; -   
4900501;1;506,40381963;620,21273315;2208,25;5;1530025746021;153002574602102;2;1;49005;2518,69;30224,28;3561,50;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;33;4;2; 1.562.123,61 ; 18.745.483,31 ; 2.208.887,65 ; -   
4901001;1;506,40381963;620,21273315;4329,02;5;1530025746031;153002574603102;2;1;49010;141,05;1692,56;1692,56;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;28;3;2; 87.478,94 ; 1.049.747,26 ; 1.049.747,26 ; -   
4900301;1;506,40381963;620,21273315;27970,27;5;1530025746051;153002574605101;1;1;49003;1056,27;12675,24;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 10.684,50 ; 2.938,24 ; 979,41 ;96;10;5; 655.112,10 ; 7.861.345,24 ; 2.208.887,65 ; 607.444,10 
4900501;1;506,40381963;620,21273315;27970,27;5;1530025746051;153002574605101;1;1;49005;1056,27;12675,24;3561,50;Ensino Médio regular;Ensino Médio;1;1;5;5; 10.684,50 ; 2.938,24 ; 979,41 ;96;10;5; 655.112,10 ; 7.861.345,24 ; 2.208.887,65 ; 607.444,10 
4901001;1;506,40381963;620,21273315;27970,27;5;1530025746051;153002574605101;1;1;49010;419,16;5029,90;3561,50;Especialização;Educação Superior;1;1;5;5; 10.684,50 ; 2.938,24 ; 979,41 ;96;10;5; 259.967,34 ; 3.119.608,03 ; 2.208.887,65 ; 607.444,10 
4900201;1;506,40381963;620,21273315;26134,84;5;1530025746061;153002574606101;1;1;49002;452,69;5432,28;3561,50;Pré-escola;Educação infantil;1;0;;; -   ; -   ; -   ;99;10;5; 280.764,10 ; 3.369.169,23 ; 2.208.887,65 ; -   
4900301;1;506,40381963;620,21273315;39756,66;5;1530025746101;153002574610103;3;1;49003;1258,04;15096,48;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;99;10;5; 780.252,43 ; 9.363.029,12 ; 2.208.887,65 ; 607.444,10 
4900501;1;506,40381963;620,21273315;39756,66;5;1530025746101;153002574610104;4;1;49005;2073,37;24880,46;3561,50;Ensino Médio regular;Ensino Médio;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;99;10;5; 1.285.931,51 ; 15.431.178,10 ; 2.208.887,65 ; 607.444,10 
4900901;1;506,40381963;620,21273315;257432,45;5;1530025746131;153002574613103;3;1;49009;501,75;6021,00;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;100;10;5; 311.191,74 ; 3.734.300,87 ; 2.208.887,65 ; 607.444,10 
4900901;1;506,40381963;620,21273315;257432,45;5;1530025746131;153002574613104;4;1;49009;1705,96;20471,52;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;100;10;5; 1.058.058,11 ; 12.696.697,37 ; 2.208.887,65 ; 607.444,10 
4900501;1;466,61550618;571,48241621;18657,39;5;1530025866011;153002586601101;1;1;49005;905,27;10863,24;3561,50;Ensino Médio regular;Ensino Médio;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;85;9;5; 517.345,89 ; 6.208.150,64 ; 2.035.334,63 ; 559.717,02 
4900501;1;466,61550618;571,48241621;18657,39;5;1530025866011;153002586601107;7;1;49005;601,83;7221,96;3561,50;Ensino Médio regular;Ensino Médio;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;85;9;5; 343.935,26 ; 4.127.223,15 ; 2.035.334,63 ; 559.717,02 
4900501;1;473,72930602;580,19496748;7416,80;5;1530025977111;153002597711104;4;1;49005;727,56;8730,72;3561,50;Ensino Médio regular;Ensino Médio;1;1;1;2; 7.123,00 ; 173,09 ; 86,54 ;65;7;4; 422.126,65 ; 5.065.519,81 ; 2.066.364,38 ; 50.212,54 
4900501;1;473,72930602;580,19496748;7416,80;5;1530025977111;153002597711105;5;1;49005;727,56;8730,72;3561,50;Ensino Médio regular;Ensino Médio;1;1;1;2; 7.123,00 ; 173,09 ; 86,54 ;65;7;4; 422.126,65 ; 5.065.519,81 ; 2.066.364,38 ; 50.212,54 
4900901;1;604,43967210;740,28110872;6774,51;5;1530026442021;153002644202102;2;1;49009;551,15;6613,80;3561,50;Ensino Superior;Educação Superior;1;1;2;2; 3.561,50 ; 267,11 ; 267,11 ;71;8;4; 408.005,93 ; 4.896.071,20 ; 2.636.511,17 ; 197.738,34 
4900901;1;604,43967210;740,28110872;16411,01;5;1530026442031;153002644203103;3;1;49009;1596,00;19152,00;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;90;9;5; 1.181.488,65 ; 14.177.863,79 ; 2.636.511,17 ; 725.040,57 
4900901;1;604,43967210;740,28110872;2720,50;5;1530026442071;153002644207102;2;1;49009;592,83;7113,96;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;41;5;3; 438.860,85 ; 5.266.330,20 ; 2.636.511,17 ; -   
4900901;3;604,43967210;740,28110872;6853,61;5;1530026442131;153002644213101;1;1;49009;492,34;5908,05;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;87;9;5; 364.468,15 ; 4.373.617,80 ; 2.636.511,17 ; -   
4901002;3;604,43967210;740,28110872;6853,61;5;1530026442131;153002644213101;1;1;49010;44,48;533,70;533,70;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;87;9;5; 32.924,00 ; 395.088,03 ; 395.088,03 ; -   
4900901;1;459,48452158;562,74881808;2051,45;5;1530027506071;153002750607101;1;1;49009;300,00;3600,00;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;79;8;4; 168.824,65 ; 2.025.895,75 ; 2.004.229,92 ; -   
4900901;1;459,48452158;562,74881808;3520,05;5;1530027506131;153002750613101;1;1;49009;58,18;698,12;698,12;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;26;3;2; 32.738,85 ; 392.866,20 ; 392.866,20 ; -   
4900901;1;662,73809934;811,68149217;18171,32;5;1530027981031;153002798103103;3;1;49009;269,50;3234,00;3234,00;Ensino Superior;Educação Superior;1;1;;; -   ; -   ; -   ;94;10;5; 218.748,16 ; 2.624.977,95 ; 2.624.977,95 ; -   
4900901;1;662,73809934;811,68149217;18171,32;5;1530027981031;153002798103104;4;1;49009;1681,48;20177,76;3561,50;Ensino Superior;Educação Superior;1;1;;; -   ; -   ; -   ;94;10;5; 1.364.826,20 ; 16.377.914,35 ; 2.890.803,63 ; -   
4900501;1;662,73809934;811,68149217;3434,83;5;1530027981041;153002798104102;2;1;49005;1508,96;18107,52;3561,50;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;28;3;2; 1.224.794,90 ; 14.697.538,85 ; 2.890.803,63 ; -   
4900901;2;662,73809934;811,68149217;15005,38;5;1530027981051;153002798105101;1;1;49009;3520,90;42250,80;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 8.631,95 ; 2.373,79 ; 979,41 ;94;10;5; 2.857.849,37 ; 34.294.192,39 ; 2.890.803,63 ; 794.971,00 
4900901;1;662,73809934;811,68149217;15005,38;5;1530027981051;153002798105103;3;1;49009;304,81;3657,72;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 8.631,95 ; 2.373,79 ; 979,41 ;94;10;5; 247.408,64 ; 2.968.903,63 ; 2.890.803,63 ; 794.971,00 
4901002;3;662,73809934;811,68149217;15005,38;5;1530027981051;153002798105103;3;1;49010;125,75;1508,95;1508,95;Especialização;Educação Superior;1;1;5;5; 8.631,95 ; 2.373,79 ; 414,96 ;94;10;5; 102.065,57 ; 1.224.786,79 ; 1.224.786,79 ; 336.816,37 
4900201;1;662,73809934;811,68149217;26151,44;5;1530027981061;153002798106102;2;1;49002;784,66;9415,92;3561,50;Pré-escola;Educação infantil;1;1;;; -   ; -   ; -   ;96;10;5; 636.894,00 ; 7.642.728,00 ; 2.890.803,63 ; -   
4900301;1;662,73809934;811,68149217;10792,94;5;1530027981131;153002798113103;3;1;49003;850,97;10211,64;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;2;3; 3.561,50 ; 492,60 ; 492,60 ;74;8;4; 690.716,60 ; 8.288.599,19 ; 2.890.803,63 ; 399.830,61 
4900901;1;523,55113972;641,21373245;13103,51;5;1530029190041;153002919004102;2;1;49009;709,21;8510,52;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;90;9;5; 454.755,19 ; 5.457.062,29 ; 2.283.682,71 ; 628.012,74 
4900901;1;523,55113972;641,21373245;6853,21;5;1530029190051;153002919005101;1;1;49009;653,88;7846,56;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;97;10;5; 419.276,84 ; 5.031.322,02 ; 2.283.682,71 ; -   
4900101;1;523,55113972;641,21373245;7870,85;5;1530029190081;153002919008102;2;1;49001;854,10;10249,20;3561,50;Creche;Educação infantil;1;1;4;5; 7.123,00 ; 1.645,49 ; 822,74 ;81;9;5; 547.660,65 ; 6.571.927,79 ; 2.283.682,71 ; 527.554,01 
4900201;1;523,55113972;641,21373245;7870,85;5;1530029190081;153002919008102;2;1;49002;497,39;5968,68;3561,50;Pré-escola;Educação infantil;1;1;4;5; 7.123,00 ; 1.645,49 ; 822,74 ;81;9;5; 318.933,30 ; 3.827.199,58 ; 2.283.682,71 ; 527.554,01 
4900501;1;1298,15965167;1589,90733169;26076,56;5;1530029891041;153002989104101;1;1;49005;267,60;3211,20;3211,20;Ensino Médio regular;Ensino Médio;1;1;5;5; 3.211,20 ; 883,08 ; 883,08 ;99;10;5; 425.459,20 ; 5.105.510,42 ; 5.105.510,42 ; 1.404.015,37 
4900101;1;1298,15965167;1589,90733169;20978,02;5;1530029891081;153002989108101;1;1;49001;2425,47;29105,64;3561,50;Creche;Educação infantil;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;98;10;5; 3.856.272,54 ; 46.275.270,43 ; 5.662.454,96 ; 1.557.175,11 
4900901;1;1298,15965167;1589,90733169;16437,56;5;1530029891111;153002989111102;2;1;49009;271,61;3259,32;3259,32;Ensino Superior;Educação Superior;1;1;5;5; 3.259,32 ; 896,31 ; 896,31 ;97;10;5; 431.834,73 ; 5.182.016,76 ; 5.182.016,76 ; 1.425.054,61 
4900301;1;713,36540559;873,68675114;47400,94;5;1530030018031;153003001803101;1;1;49003;1956,83;23481,96;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;99;10;5; 1.709.656,45 ; 20.515.877,34 ; 3.111.635,36 ; 855.699,73 
4900501;1;713,36540559;873,68675114;47400,94;5;1530030018031;153003001803101;1;1;49005;2046,10;24553,20;3561,50;Ensino Médio regular;Ensino Médio;1;1;5;5; 7.123,00 ; 1.958,83 ; 979,41 ;99;10;5; 1.787.650,46 ; 21.451.805,54 ; 3.111.635,36 ; 855.699,73 
4900301;1;713,36540559;873,68675114;32128,35;5;1530030018051;153003001805102;2;1;49003;2207,71;26492,52;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;;; -   ; -   ; -   ;97;10;5; 1.928.846,98 ; 23.146.163,73 ; 3.111.635,36 ; -   
4900501;2;713,36540559;873,68675114;2939,59;5;1530030018071;153003001807101;1;1;49005;1163,53;13962,36;3561,50;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;56;6;3; 1.016.560,75 ; 12.198.728,95 ; 3.111.635,36 ; -   
4900301;1;713,36540559;873,68675114;16617,11;5;1530030018101;153003001810103;3;1;49003;824,17;9890,04;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;89;9;5; 720.066,41 ; 8.640.796,92 ; 3.111.635,36 ; -   
4900301;1;713,36540559;873,68675114;48434,84;5;1530030018111;153003001811101;1;1;49003;1115,05;13380,60;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;99;10;5; 974.204,41 ; 11.690.452,94 ; 3.111.635,36 ; 855.699,73 
4900501;3;520,59285253;637,59060143;20639,41;5;1530030806051;153003080605103;3;1;49005;506,59;6079,08;3561,50;Ensino Médio regular;Ensino Médio;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;89;9;5; 322.997,02 ; 3.875.964,27 ; 2.270.778,93 ; 624.464,20 
4900501;2;520,59285253;637,59060143;9440,59;5;1530030806061;153003080606101;1;1;49005;1163,53;13962,36;3561,50;Ensino Médio regular;Ensino Médio;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;92;10;5; 741.855,79 ; 8.902.269,51 ; 2.270.778,93 ; 624.464,20 
4900901;3;520,59285253;637,59060143;16449,50;5;1530030806081;153003080608101;1;1;49009;775,69;9308,28;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;97;10;5; 494.572,65 ; 5.934.871,84 ; 2.270.778,93 ; -   
4900901;3;520,59285253;637,59060143;16449,50;5;1530030806081;153003080608102;2;1;49009;387,84;4654,08;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;97;10;5; 247.283,14 ; 2.967.397,67 ; 2.270.778,93 ; -   
4900501;1;660,47904068;808,91473392;4717,79;5;1530030889051;153003088905102;2;1;49005;315,78;3789,35;3561,50;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;70;7;4; 255.438,42 ; 3.065.261,05 ; 2.880.949,82 ; -   
4900901;3;416,23992065;509,78544953;10559,42;5;1530031143021;153003114302102;2;1;49009;12,55;150,54;150,54;Ensino Superior;Educação Superior;1;1;2;2; 150,54 ; 11,29 ; 11,29 ;80;8;4; 6.395,26 ; 76.743,10 ; 76.743,10 ; 5.755,73 
4900901;1;416,23992065;509,78544953;8738,95;5;1530031143071;153003114307101;1;1;49009;1165,31;13983,72;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;73;8;4; 594.058,08 ; 7.128.696,99 ; 1.815.600,88 ; 499.290,24 
4900101;1;416,23992065;509,78544953;3004,18;5;1530031143101;153003114310101;1;1;49001;358,76;4305,12;3561,50;Creche;Educação infantil;0;0;;; -   ; -   ; -   ;38;4;2; 182.890,63 ; 2.194.687,53 ; 1.815.600,88 ; -   
4900401;1;416,23992065;509,78544953;3185,18;5;1530031143131;153003114313101;1;1;49004;632,47;7589,64;3561,50;Ensino Fundamental EJA;Ensino Fundamental;1;0;;; -   ; -   ; -   ;75;8;4; 322.424,00 ; 3.869.088,04 ; 1.815.600,88 ; -   
4900101;1;506,35516365;620,15314226;38094,84;5;1530031224021;153003122402102;2;1;49001;712,42;8549,04;3561,50;Creche;Educação infantil;1;0;;; -   ; -   ; -   ;100;10;5; 441.809,50 ; 5.301.714,02 ; 2.208.675,42 ; -   
4900901;1;506,35516365;620,15314226;38094,84;5;1530031224021;153003122402102;2;1;49009;50,33;603,90;603,90;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;100;10;5; 31.209,21 ; 374.510,48 ; 374.510,48 ; -   
4900901;1;506,35516365;620,15314226;2303,34;5;1530031224101;153003122410103;3;1;49009;757,64;9091,68;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;28;3;2; 469.852,83 ; 5.638.233,92 ; 2.208.675,42 ; -   
4900301;1;506,35516365;620,15314226;1255,51;5;1530031224111;153003122411101;1;1;49003;351,69;4220,28;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;24;3;2; 218.101,66 ; 2.617.219,90 ; 2.208.675,42 ; -   
4900301;1;2438,44679186;2986,46197125;37178,37;5;1530031270081;153003127008101;1;1;49003;2308,06;27696,72;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;97;10;5; 6.892.933,42 ; 82.715.201,01 ; 10.636.284,31 ; 2.924.978,19 
4901101;1;2438,44679186;2986,46197125;35956,33;5;1530031270091;153003127009101;1;1;49011;1292,82;15513,80;3561,50;Mestrado;Educação Superior;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;100;10;5; 3.860.947,81 ; 46.331.373,73 ; 10.636.284,31 ; 2.924.978,19 
4900101;1;919,03147328;1125,57409680;4005,44;5;1530031530051;153003153005101;1;1;49001;251,49;3017,88;3017,88;Creche;Educação infantil;0;0;;; -   ; -   ; -   ;46;5;3; 283.070,63 ; 3.396.847,56 ; 3.396.847,56 ; -   
4900201;2;919,03147328;1125,57409680;5555,63;5;1530031530071;153003153007102;2;1;49002;352,09;4225,08;3561,50;Pré-escola;Educação infantil;1;1;3;4; 3.561,50 ; 799,23 ; 799,23 ;88;9;5; 396.303,38 ; 4.755.640,60 ; 4.008.732,15 ; 899.597,88 
4900101;1;768,91648633;941,72235094;6212,24;5;1530032052021;153003205202101;1;1;49001;364,13;4369,56;3561,50;Creche;Educação infantil;1;1;2;3; 7.123,00 ; 568,50 ; 284,25 ;71;8;4; 342.909,36 ; 4.114.912,32 ; 3.353.944,15 ; 267.685,33 
4900301;1;768,91648633;941,72235094;6212,24;5;1530032052021;153003205202102;2;1;49003;697,92;8375,04;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;2;3; 7.123,00 ; 568,50 ; 284,25 ;71;8;4; 657.246,86 ; 7.886.962,36 ; 3.353.944,15 ; 267.685,33 
4900101;1;576,40948732;705,95143576;31307,96;5;1530032498011;153003249801101;1;1;49001;251,63;3019,50;3019,50;Creche;Educação infantil;1;1;5;5; 10.142,50 ; 2.789,19 ; 830,36 ;95;10;5; 177.635,03 ; 2.131.620,36 ; 2.131.620,36 ; 586.195,60 
4900301;1;576,40948732;705,95143576;31307,96;5;1530032498011;153003249801101;1;1;49003;983,43;11801,16;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 10.142,50 ; 2.789,19 ; 979,41 ;95;10;5; 694.253,82 ; 8.331.045,85 ; 2.514.246,04 ; 691.417,66 
4900901;1;576,40948732;705,95143576;31307,96;5;1530032498011;153003249801103;3;1;49009;1138,98;13667,76;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 10.142,50 ; 2.789,19 ; 979,41 ;95;10;5; 804.064,57 ; 9.648.774,80 ; 2.514.246,04 ; 691.417,66 
4900201;1;576,40948732;705,95143576;5866,15;5;1530032498021;153003249802101;1;1;49002;301,05;3612,60;3561,50;Pré-escola;Educação infantil;1;0;;; -   ; -   ; -   ;72;8;4; 212.526,68 ; 2.550.320,16 ; 2.514.246,04 ; -   
4900901;1;576,40948732;705,95143576;10140,79;5;1530032498081;153003249808102;2;1;49009;1379,82;16557,86;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;95;10;5; 974.087,09 ; 11.689.045,04 ; 2.514.246,04 ; -   
4900901;3;654,92239051;802,10928526;9080,72;5;1530032540031;153003254003103;3;1;49009;1292,67;15512,04;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;88;9;5; 1.036.862,61 ; 12.442.351,32 ; 2.856.712,22 ; 785.595,86 
4900901;1;421,56098681;516,30236914;7811,21;5;1530033033031;153003303303101;1;1;49009;677,69;8132,28;3561,50;Ensino Superior;Educação Superior;1;1;2;2; 3.561,50 ; 267,11 ; 267,11 ;76;8;4; 349.892,95 ; 4.198.715,43 ; 1.838.810,89 ; 137.910,82 
4900901;1;421,56098681;516,30236914;816,55;5;1530033033051;153003303305102;2;1;49009;489,44;5873,28;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;22;3;2; 252.699,03 ; 3.032.388,38 ; 1.838.810,89 ; -   
4900901;1;421,56098681;516,30236914;8066,32;5;1530033033111;153003303311103;3;1;49009;262,74;3152,87;3152,87;Ensino Superior;Educação Superior;1;1;3;3; 3.152,87 ; 472,93 ; 472,93 ;71;8;4; 135.652,85 ; 1.627.834,25 ; 1.627.834,25 ; 244.175,14 
4900901;1;742,17124742;908,96640188;47365,81;5;1530033157061;153003315706103;3;1;49009;388,44;4661,28;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;99;10;5; 353.078,91 ; 4.236.946,91 ; 3.237.283,84 ; 890.253,06 
4900101;1;742,17124742;908,96640188;115783,57;5;1530033157071;153003315707101;1;1;49001;1514,90;18178,80;3561,50;Creche;Educação infantil;1;1;5;5; 10.684,50 ; 2.938,24 ; 979,41 ;100;10;5; 1.376.993,20 ; 16.523.918,43 ; 3.237.283,84 ; 890.253,06 
4900301;1;742,17124742;908,96640188;115783,57;5;1530033157071;153003315707102;2;1;49003;4070,63;48847,56;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;5;5; 10.684,50 ; 2.938,24 ; 979,41 ;100;10;5; 3.700.065,90 ; 44.400.790,85 ; 3.237.283,84 ; 890.253,06 
4900901;1;742,17124742;908,96640188;115783,57;5;1530033157071;153003315707102;2;1;49009;1081,43;12977,12;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 10.684,50 ; 2.938,24 ; 979,41 ;100;10;5; 982.980,51 ; 11.795.766,07 ; 3.237.283,84 ; 890.253,06 
